,content,score
866,Sangat memudahkan dan tidak ribet dalam transaksi atau kita membeli pelatihan untuk prakerja.. Terimakasih,5
867,"Aplikasi nya lumayan bisa belanjan online Saya sangat suka sama toko pedia dan ada artis kpop juga aku suka ""sekaliiiii tapi aku cuma kasih 3 bintang dulu nya",3
868,"Hai tokopedia...saya sudah mengikuti pelatihan disini,pelatihanya bagus,mudah dipahami dan nggak ngebosenin.saya kira tokopedia hanya bisa digunakan untuk belanja atau shoping saja tepi ternyata juga bisa untuk belajar online.terimakasih toko pedia semoga kedepanya lebih baik lagi,tambah sukses dan bermanfaat bagi warga +62...makasih tokopedia🙏sangat membantu sekali..",5
869,Terima kasih Toped belanja jadi mudah karena saya di kepri dan pengirimannya baik tepat vaktu yg paling saya suka bebas ongkir,5
870,"Baru cobah belanja lewat tokopedia, pesanan di proses terus sama pelapak tidak ada niatan barang untuk dikirim, sudah 3 hari dari pembayaran Seharusnya sebagai penyedia layanan bisa tegas. Makasih.",1
871,"Ada promo diskon untuk pengguna baru,setelah istri saya bayar ke alfamart langsung di batalkan pesanannya, Ada jawaban dari TokoPedia Care Dengan jawaban dan alasan melebihi limit penggunaan kode promo atau penggunaan data,padahal baru pertama kali akun istri di gunakan di tokopedia, Dan Uang Cash Saya Di ganti denga saldo tokopedia Walaupun harga tidak seberapa Tolong kalau bayar pakai uang cash dikembalikan dengan UANG CASH PARAAHHHH,,,,",1
872,Di pembelian ada cashback. Kalo gak niat. Ngasih ya jangan kasih promo. Pembeli kecewa 😏😏😏😉,1
873,baru coba belanja di toped padahal udeh dibayar tp malah di batalkan oleh toped nya ga ngerti di mana masalahnya jadi males belanja di toped mendingan belanja di toko sebelah ga ribet 😡,1
874,Terimakasih Tokopedia. Karena Tokopedia saya bisa mengikuti webinar untuk prakerja. Dan saya sekarang udah mengerti tentang berbisnis. Dan sekarang saya bisa mendapatkan pengalaman baru. Terima kasih Tokopedia karena telah memudahkan saya dalam membeli dan mengikuti pelatihan di haktiv. Sukses selalu tokopedia,5
875,Terima kasih tokopedia sudah membantu saya mengikuti pelatihan di skill akademi.. Ilmu yg didapatkan Sangat bermanfaat,5
876,"Pelit banget njir, buat bayar aja harus cepet"" bayar di limit 5 menit kalo lewat, produk otomatis hilang d keranjang, cape"" nyari mlah d batalin sepihak,, ga kaya shopee d shopee kalo udah chekout bisa byar dlm waktu 24 jam,, ada cepet"" bayar ga ada notif udah d bayar karena itu d limit, gw tf lagi takutnya gagal tf. Eh mlah d batalin alasan penyalahgunaan ini itu lah .. Banyak tektek bengek banget...",1
877,Aplikasi paling simple & gak ribet... Smg makin sukses ke depannya... Thx Tokopedia...,5
878,"Setelah saya mengikuti pelatihan di skill academy dan pembahasanya cukup jelas serta mdh dipahami sehingga menambah wawasan saya dan pelatihan ini dibeli lewat toko pedia yang prosesnya mudah dan cepat serta aman. Untuk itu saya ucapkan terima kasih kepada skill academy, dan pada toko pedia semoga semuanya tambah sukses selalu.",5
879,terimaksih toko pedia sudah sangat membantu dalam kelas online prakeja dan sangat membantu dalam belanja online,5
880,"Alhamdulillah.... Terima kasih skill Akademy tokopedia dan kartu prakerja, berkat pelatihan yang diadakan kami bisa mendapat pengalaman baru dan ilmu yang bermanfaat, semoga kedepannya program ini lebih baik lagi, Sukses selalu Tokopedia.",5
881,"Langsung kukasih bintang 5, kalo beneran dapat voucer 300000,kalo ribet urusannya maaf aja untuk aplikasi ini",5
882,Trimakasih atas program pelatihan yang disediakan disini. Sangat banyak membantu menambah pengetahuan saya,5
883,"Ya sih barangnya lengkap,tapi kok nomer HP saya kok gak dimasukin.katanya sudah banyak orang yg memakai monor telpon yg sama dengan saya.",2
884,"kurang memuaskan, penjual yang dikasi keluasan. sementara pembeli ngga dikasi,keluasan.",2
885,"Pengiriman barang sangat lama,saya sengaja tidak memilih free ongkir saya milih jne reg ongkir 43rb dgn estimasi 2-4 hari,dari tgl 16 nov saya melakukan transaksi sampai skrg tgl 21 nov barang tak kunjung sampai,gara2 menunggu barNg jawdal berangkat saya tertunda jadinya.cukup terakhir kali belanja disini.trims..jgn belanja ditokopedia,sampai sekarang tgl 24nov 2020 pesanan saya tak kunjung sampai,tidak bisa hubungi call center toped,ngk jelas baru belasan juta belanja tak ada tanggung jawab",1
886,Sangat bagus dan terpecaya.... Tolong di bantu saya.karna sertifikat prakerja gak nongol di dasbord sudah 2 minggu,5
887,Sangat bermanfaat sekali dalam memfasilitasi untuk memenuhi kebutuhan yang diinginkan. Terimakasih Tokopedia,5
888,"saya sangat mendukung aplikasi nyaa dan sangat membantu saya dalam belanja , terimakasih Tokopedia ❤️💞💞",5
889,"terimakasih tokopedia telah menjadi mitra platform prakerja. dengan membeli pelatihan prakerja melalui tokopedia, sangat memudahkan saya. untuk itu, bagi kalian yang mau mengikuti pelatihan prakerja, saya rekomendasikan untuk membeli pelatihan di tokopedia.",5
890,"bagus,tidak ada kendala saat memakai aplikasi, download aja deh pokoknya kalau mau tau kelebihannya",5
891,Saya sangat senang berbelanja di Tokopedia ini. Terimakasih sudah memberikan pelayanan terbaik buat saya... 🥰,5
892,"Sangat sangat memuaskan, semoga kedepannya bisa selalu seperti ini ya, makasi toko pedia, yang selalu membantu saya untuk menyelesaikan masalah saya dalam Prakerja, terimakasi ya. 🙏",5
893,Aplikasi yang sangat bangus dan makasih buat tokopedia ilmu dan pengalaman yg diberikan akan bermanfaat sekali,5
894,Sangat membantu dalam berbelanja online. Ada gratis ongkirnya juga dan seller nya ramah2 dan fast respon,5
895,"di toko stok barang ada , kalo di pesan malah pree order . jika stok barang ada kenapa harus di chat dulu . benahi itu dep",3
896,"Aku kehilangan akunku karena cuman bisa verifikasi pakai nomor, dan nomornya udah mati lama & ga bisa diganti / pengajuan, anehnya situs belanja lain bisa verifikasi pake email, di tokped malah ga ada hadehhh.. Edit: ini saya kehilangan akun mbak bukan kendala bertransaksi",1
897,"Developer tolong dong bantu saya, Saya pakai ovo udah lama dan saldo ovo saya masih 3ratus . Saya daftar ovo pke nomor saya yang lama, Ko ini pas aktivasi ovo di aplikasi Tokopedia pakai nomor saya yg sekarang saldo ovo saya NOL/0 bagaimana cara menghubungkan ovo saya sama Tokopedia supaya saldo saya ada 3ratus, soalnya di aplikasi ovonya saja saldo saya masih 320k",3
898,"Terimakasih tokopedia, aplikasi ini sangat membantu dalam proses prakerja, dan materinya mudah dipahami dan dimengerti.",5
899,"Gw heran ama Tokopedia, yg nyuruh mengembangkan karya anak bangsa , tapi harga Tokopedia mahal lebih mahal dari online shop yg lain terus kualitas nya sama aja kayak online shop yg lain, bahkan toko online shop yg lain harganya lebih murah dan kualitas nya juga bagus Murahin dikit dong harganya jangan mahal² , entar kalo harga ny murah aku lebih milih Tokopedia deh daripada Shopee",1
900,"Hallo Saya sudah menyelesaikan pelatihan nya di skil academy udah dapet sertifikat pula,,tapi sertifikat kok masih belum turun ke dasbord prakerja ya??padahal webinar pun udah ikut..mohon tindakan nya dong:) kalo untuk pelatihan nya menurut saya sih bagus mudah dimngerti..",5
901,"Data emailku diretas dari Tokopedia, banyak privasiku yang bocor. Kok bisa begitu ya?",1
902,Pelayanan disini sangat baik cepet respon dalam membeli pelatihan prakerja. Dan dari pelatihan itu saya bisa mencoba belajar menjadi barista.,5
903,"Mohon untuk pihak terkait dalam hal ini Tokopedia di karenakan banyak berkeliaran akun toko yang berjualan tipu"" produk gak resmi sampai produk bermasalah (RUSAK). maka dari itu untuk solusi komplain pembeli khusus kirim bukti dalam bentuk VIDEO durasinya ditambah supaya detail barang rusak s/d barang gak resmi tersebut lebih jelas transparan & semoga saran dari kami ini sebagai membership bisa di pertimbangkan. Terimakasih sukses selalu",3
904,"Tolong sediakan jasa hapus akun, akun saya kena bobol, secepatnya, terima kasih.",1
905,Bintang satu lebih baik dari pada tidak sama sekali. Kenapa sekarang Tokopedia tidak bisa di cancel. Parah,1
906,"Terimakasih Tokopedia atas Kerja Samanya,Saya Pengguna Kartu Prakerja yang telah membeli Pelatihan di Tokopedia..",5
907,"Sangat baik untuk digunakan, terimakasih banyak uda membantu saya mengikuti kelas online kartu prakerja🙏",5
908,"Terimakasih atas kelasnya... Kelasnya sangat menarik, semoga bisa diterapkan dalam kehidupan sehari-hari",5
909,"Saya pemakai lama aplikasi ini baru kali ini kecewa, Tidak ada solusi, repot harus tetap.pakai nomor baru sedangkan akun mbanking, dan ovo saya sudah aktif dengan nomor yang didaftarkan .. system tokped harusnya lebih faham.dan lebih mempermudah user!!!",1
910,Dengan mengikuti pelatihan ditokopedia mempermudah saya memulai bisnis mie ayam dengan modal yang terjangkau,5
911,"Toped sekarang banyak yang menipu, katanya barang lengkap tapi yang dateng malah kurang, kecewa ama toped yabg sekarang",1
912,Hati2 buat yang jualan online dan pembeli dsni. Hati2 jebakan tokopedia dgn atas nama pinalty. Pinalty 15 persen. Kalo memang ternyata melanggar mengapa tdk dri awal saja ditolak transaksinya. Saran saya gak usah download aplikasi ini. Hati2 kena tipuan padahal saya sudah tunjukkan smua bukti2 tapi ttap dipinalty. Tokopedia tdk berani tunjukkan bukti hanya berdasarkan alasan gestun tanpa tendeng aling2 langsung potong 15 persen saya merasa ditipu dsini sbg pembeli dan jg penjual barang.,1
913,"Pelatihan melalui kerja sama tokopedia dan bakingworld sangat memuaskan, saya sudah 2 kali ikut pelatihan prakerja disini dan tidak ada kendala. Materi yang diberikan para chef melalui video sangat mudah dipahami. Thank you bakingworld tokopedia",5
914,Terima kasih tokopedia sudah membantu saya dalam pembelian kelas program pelatihan di platform Skill Academy. Materinya sangat bagus dan bermanfaat.,5
915,Terimakasih tokopedia...karena Tokopedia saya bisa menyelesaikan kelas di skill academy dengan mudah dan sangat membantu untuk kita semua yang ingin memulai usaha di tengah pandemi...terimakasih atas penjelasan yang sangat bermanfaat...,5
916,"Udah jualan setahunan lebih dan udah bnyk yg dijual. tiba2 power merchant di tarik. Otomatis free ongkir ilang. Penjualan menurun. Ga niat bgt ngasih promo. Kalau jualan di shoppe lebih simple kalau mau jualan. Ga harus ada embel2 star seller ato power merchant, yg penting upload KtP, udah lgsg tokonya dpt gratis ongkir. Dan ga bakalan kita didepak dari program.. beuuuh.. kalau sebagai pembeli promo cashbacknya pun skrg gak niat bgt.. kecewa",1
917,Salut sama toko pedia yg peduli dg dunia pendidikan walaupun plajaran melalui pelatihan Akil akademy by ruang guru... Saya kira selama ini cuma jualan online saja. Semoga ilmu yg didpt bermanfaat buat saya. Terimakasih Tokopedia. Sukses selalu,5
918,Setelah melakukan pembayaran..baru di batalkan sma tokopedia.. alsannya melanggar peraturan..kn lucu.. harusnya ada warning di awal kalo kita ga bisa pake promonya.. di perbaiki lagi sistem nya cezz,1
919,"Kenapa toko pedia sekarang skarang gini, biasanya mengabaikan pesanan,poin toko kurang 6. Ini mlah kmaren poin 81 skarang 67. Mohon kejelasan tokopedia, makin kesini kok makin ke gini. Tolong di perbaiki",3
920,"Ribet amet sih ini aplikasi,mau belanja aja gagal memuat mulu,pake masukin alamat baru terus!!! Padahal kmaren bisa2 aja!!! Kalah ama shoope dah yg ringan aplikasinya!!!",1
921,Tempat belanja online terpercaya dan bagus . Untuk prakerja juga sangat bagus . Terimakasih Tokopedia,5
922,"Sangat membantu dan memuaskan pelayanan di tokopedia semoga semakin depan nya lebih baik dan sukses lgi, 👍👍👏",5
923,Saya kan mau credit/cicilan ko blm di trma ya kak?? Padahal udh 3 hari kenapa masih sedang verifikasi?? Trus klo kaya gtu nympe brpa hri lgi?? Pdhl btuh bngt itu brang. Tolong dong kak prosesnya di prcpt soalnya sya mau credit lapto&computer,3
924,"Terima kasih karna dengan Tokopedia dapat membantu saya dalam melakukan program prakerja ini dengan baik dan dapat melakukan pembelian dengan mudah serta mampu memenuhi kebutuhan kami semua pengguna dalam melakukan tukar voucher,top-up dan dapat meningkatkan kerja sama yang baik dalam berbagai program yang dapat menginspirasi banyak orang. Semoga Tokopedia selalu bekerja sama dengan prakerja agar lebih menciptakan generasi- generasi muda yang berkualitas yang dapat memberikan yang terbaik .",5
925,"Terima kasih Tokopedia❤️ saya sangat puas karena pelatihan yang ada di Tokopedia sangat bagus , sangat baik, dan sangat memuaskan. Saya kira Tokopedia cuman buat belanja online, wah pokoknya recomended banget karena Tokopedia serba bisa💗",5
926,Terimakasih tokopedia... Saldo dana saya yg direview sudah di kembalikan oleh pihak tokopedia. Saya harap kedepan ny harus lebih memantau kepada konsumen,5
927,"Baru pertama kali tadi beli oli mesin 10 ribu, murah banget tadi saya sdh byr pakai BRI Credit Card dgn status pembayaran berhasil, Toped Mantap, mudah2an selanjutnya bisa menjadi pelanggan setiamu. Dari Djohan Hawari Tjendara di Jonggol kab. Bogor",5
928,"sangat praktis cepat dan akurat, gampang sekali hidup dijaman skrg, tingkat kan kualitas kecepatn nya",5
929,Aplikasi yang sangat membantu dalam pembelian online...semoga kedepannya lebih baik lagi..terimakasih,5
930,Terima kasih tokopedia atas fiturnya moga tambah jaya dan sukses dan terima kasih skill acamedy yang memberi pembelajarannya,5
931,"Tokopedia sangat membantu selain untuk jual beli barang,bisa juga untuk membantu kita mengikuti prakerja dari awal hingga akhir. Dan setiap penjelasan"" mudah kita pahami. Semoga lebih bermanfaat untuk kedepannya. Sangat memuaskan.",5
932,"kecewa,uda nunggu 2 hari malah pesanan di batalkan,padahal suda tanyak toko bisa di kirim hari itu juga",1
933,Terima kasih aplikasi tokopedia. Membantu dalam akses pembelajaran kelas online untuk program KARTU PRAKERJA saya🙏,5
934,"Baru kali ini nyobain belanja pakai Tokopedia, dapat traktir ongkir dari tokopedia.. Alhamdulillah terbantu.. dari bbrp aplikasi e-commerce yg pernah aku pakai, paling suka sama fitur2 dri Tokopedia. Mudah dimengerti, ringkas, gak lemot, pkoknya mantap deh... Tokopedia borahae💜 oh my my oh my my, boy with luv 💜💜💜💜💜 Tokopedia saja.",5
935,Buat onkir gratis kasih pilihan ekspedisinya dong....jngan otomatis.....anter saja hapus aja dari ekspedisi....lama dari jakarta ke cilegon aja 5 hari,5
936,"untuk situs jual beli bagus, tapi kadang kendala alamat saya suka tidak lengkap, padahal sudah benar, gak tau kenapa sudah 2-3x , mudah2 kedepan lebih baik lagi Tokopedia terimakasih",3
937,"Tokopedia ini banyak banget perabotan rumah ada yang ori selain perabotan rumah, tokopedia ini juga setiap harinya mengasih voucher untuk kita, berbagai voucher tetapi ada juga cashback besar-besaran.Nah jadi buat kalian yang sering khawatir uang kalian tidak cukup download aja tokopedia ada diskon besar-besaran,voucher setiap harinya,cashback setiap pembelian,dan juga kalian harus buka tokopedia karena di televisi sering ada ""WIB"" yaitu:""Waktu Indonesia Belanja di tokopedia"" sekian dari aku 🙏.",5
938,Bagaimana ini sudah bayar tapi tapi di batalkan secara otomatis bagai mana uang saya saya kecewa banget gk terima saya😑😠😠😠😠😠,1
939,"Menggunakan tokopedia sangat asik dan mudah, akses yang sangat mudah dan banyak fasilitas yg di berikan",5
940,pengajuan saya mau pinjam online ko gak bisa terus ya padahal data diri sudah sesuai intruksi. tolong acc dong minn,2
941,"Terima kasih tokopedia, karena sudah membantu saya untuk mempermudah dalam membeli pelatihan prakerja 👍🙏😁",5
942,Terima kasih Tokopedia telah membantu dalam memproses sertifikat di prakerja dan skill academy ...matur thank u 👍,5
943,"APLIKASI GAK JELAS BANYAK TOKO MATI , ORANG BELI BARANG PEMBAYARAN VIA COD KOK GABISA? GAGAL MULU .. APA GARA"" SAYA PAKAI VOUCHER DISKON? TAPI KALAU BETUL GARA-GARA VOUCHER DISKON .. TERUS KENAPA VOUCHER ITU DIBUAT KALAU UJUNG-UJUNYA GABISA DIPAKE.. MENDING TOKO OREN SIMPLE JELAS",1
944,Apakah ada maintensnce di pembayaran saat ini ? Sangat lama sekali menunggunya . Sampai kapan kah,3
945,Sangat bagus dan recomend tuk yg mau membeli suatu produck yg murah meriah dan bagus proses cepat ...,5
946,"Minn tolong bantu aku miin ,ini ko transaksi pembelian pelatihan prakerja nya ko hilang minn ,trus gimana saya mau beri ulasanyya min biar bisa dapet sertifikat minn :') Balles dong minn ,Saya binggung min harus di gimanain , hubungi Tokopedia susah , semoga disini di bales dan di kasih saran gimana caranya nyari bukti transaksi atas pembelian pelatihan di Tokopedia :') Mohon Bantuannya Miminn :') aku kasih bintang 5 min ,Semoga Dii Baca Dan Di Balas :')",5
947,"Hai tokopedia, terimakasih sudah menjadi platform penyedia pelatihan. Pelatihannya sangat bagus, penyampainnya singakt, padat dan jelas jadi mudah dipahami serta pelatihannya menambah wawasan juga. Terimakasih tokopedia, semoga tambah berkah 😊",5
948,"sangat memberikan ilmu, bagaimana cara berjualan online yang baik dan memulai berbisnis yang baik.",5
949,"Terimakasih tokopedia sudah, saya peserta orakerja sudah 2x selalu cepet sertifikat muncul di DB, dan skarang yg ke 3x mohon segera di prosess 🙏🙏",5
950,Jangan berharap sering dapat cashback. karena kupon cashback sering Zonk. Kgk jelas maksudnya. Kalau kasih cashback yg serius. Kl kgk mendingan jgn keluarin kupon cashback. Daripada harapan kosong.,1
951,Terimakasih Tokopedia dengan apk ini sangat membantu saya dalam memenuhi kebutuhanku..sukses selalu,5
952,"Pesan saya tidak ready, saya sudah bayar. Dan membatalkan pesnan tidak bisa, saldo saya tidak kembali. Bagai mana fitur ny tokopedia tidak lengkap, fitur bantuan aja tidak lengkap, call center tidak ada, jika pesan tidak ada otomatis saldo kita hilang, mohon pencerahan dari pihak tokopedia",1
953,menurut sy Tokopedia sangat membantu dalam belanja apalagi masa pandemi seperti ini kita bisa belanja online tanpa ribet . Beberapa kali belanja di Tokopedia pesananan selalu cepat sampai . Terimakasih Tokopedia. Aplikasi yg sangat membantu🙏,5
954,"Mantabs,, salah satu aplikasi belanja online terbaik yg sangat membantu dan mempermudah banyak orang",5
955,Toko pedia ada mie 1 dus loh aku abis lihat lihat ada hanya 83 RB tapi ada ongkir apa engga nya yang tau kasih tau ya,5
956,Tolong di percepat upload sertifikat ke prakerja dong.! Udah lama selesai pelatihan tapi sertifikat blm di upload,4
957,"Saran sya coba pedagang ikan hias pke pembayaran cod,,,,,,msa kalah sm tetangga sbelah",2
958,"Terima kasih tokopedia dan program pekerja. Dengan membeli kelas melalui aplikasi tokopedia ini dan mengikuti pelatihan prakerja, saya mendapatkan ilmu yang bermanfaat dan lebih mengerti peluang usaha yang cocok dikala pandemi covid19 saat ini.",5
959,"Terimakasih tokopedia semoga makin sukses karena dg tokopedia saya bisa dg mudah mengikuti pelatihan prakerja skill academy, caranya mudah, gampang di pahami,tidak lama juga untuk proses dapat voucer buat masuk ke akun skill academy nya. Sukses terus untuk tokopedia.",5
960,"Halo Tokopedia... Saya sudah selesai mengikuti pelatihan disini,pelatihan nya bagus,mudah di mengerti, selama ini saya berfikir tokopedia hanya untuk jual beli online,ternyata tokopedia juga menyediakan pelatihan yang mempermudah kita untuk menjalaninya.. Terimakasih tokopedia, sukses dan semakin bermanfaat",5
961,publikasi penilaian dari beli tidak di tampilkan jadi kurang berkesan toko tersebut blom ada yg belanja.,5
962,"Saya mengikuti pelatihan di tokopedia yaitu PAKAR,tidak mengecewakan dan hasilnya bagus, tetapi sertifikat sya blm keluar dari prakerja,sudah 7 hari menunggu, semoga cepat terselesaikan ya, terimakasih tokopedia , sya atas nama WIRA YUDHA TAMA",5
963,"MAKASIHH TOKOPEDIAA!!💚💗🥺 BLACKPINK IN YOUR AREAAA!! SUKSES TERUS BUAT TOKOPEDIA , DITUNGGU 2K21 KEMBALI LAGI BERSAMA BLACKPINK🥺😽💗 JANGAN LUPA SELALU BELANJA DI TOKOPEDIA💚",5
964,"Ga jelas..promo ga bisa dipakai tanpa diberi penjelasan yg memuaskan,oke fix belanja tempat lain aja sekarang.",1
965,"Terimakasih atas dukungan nya dari Tokopedia. Karena sangat membantu kami dalam melakukan transaksi dengan mudah, dan tidak ada hambatan apapun. Terimakasih untuk team Tokopedia dan Tokopedia nya. Sukses teruss ka. Assalamualaikum",5
966,"ribet anjir untuk masarakat awam yg mau blanja di tokopedia muter2, mau blnja COD aja susah. banyak toko yg stok barang hrs di confrim ke toko dulu hadeh... tidak seperti shopee status barang dan warna sangat jelas bila setok habis, jadi toko tidak asal kirim barang, status chat ke toko waktu chekin jelas tidak hrs masuk kranjang segala, shopee paling top, m'f aplikasi tokopedia saya hapus",1
967,"Terimakasih tokopedia atas kerjasamanya dengan prakerja dan skill academy sangat membantu dalam membeli pelatihan, tapi kenapa ya sertifikat belum muncul juga diprakerjanya padahal semuanya sudah dikerjakan terus udah centang hijau semua mohon tanggapannya :)",5
968,Aplikasi Terbaru di tokopedia belanja sangat lelet dan tidak stabil. Mohon untuk mmperbaikinya.,2
969,"belanja mudah, tinggal pilih barang sesuai kebutuhan lalu proses...barang datang.",5
970,Terimakasih karna sudah memberikan pelayanan terbaiknya dan dapat lebih baik lagi ditunggu inovasi lainnya,5
971,"Beli Minggu malem pake same day, tapi hari Senin belum di pick up sama sekali :/",3
972,"Suka belanja disini, gratis ongkir mulu, mau saran spy barang yg dikeranjang jgn masuk ke wishlish jd capek hapusinnya, soalnya klo barang di keranjang udah 2hr otomatis masuk wishlish",5
973,"Terimah kasih tokopedia, memudahkan ku untuk berbelanja dan mencari barang, dan banyak promo nya",5
974,"Gak ada customer service yang live, jadi sangat sulit jika terjadi masalah, sangat lama balesnya",2
975,"Hi tokopedia, terimakasih telah menjadi platform terpercaya untuk pengguna kartu prakerja. Aku beli pelatihan di tokped, alhamdulillah lancar dan semoga cepat proses sampai akhir nya. Thank you for providing best service for us..",5
976,Terima kasih Tokopedia sudah membantu saya dalam memilih pelatihan untuk prakerja..sukses selalu tokopedia,5
977,"Asw akun dimoderasi bangun olshop sampe banting tulang dengan alesan yg ga jelas lohhh maunya apa, minta di buka gabisa karna bla bla bla.... asswwww",1
978,"Aplikasi, fitur, performa, dan pelayanan Tokopedia terbaik. Kritik = 1. Akan lebih baik kalau ada retur atau refund barang karena barang rusak, barang yang salah dan pengiriman produk dengan jumlah kurang yang disebabkan penjual, penjual lah yang menanggung 100% ongkos kirim dan pengembalian ke pembeli dengan pengiriman gosend instant (selagi satu kota) supaya seller lebih teliti dan bisa meningkatkan kualitas pelayanan mereka 2. Langsung cancel tanpa butuh konfirmasi seller kalau barang habis !",3
979,Alhamdulilah pelatihan yang saya beli lewat Tokopedia sangat bermanfaat sekali bagi perkembangan bisnis saya,5
980,"cashbacknya gimmick, transaksi melanggar blabla.. pdahal yg pertama masuk dan cuma punya 1 akun, ol shop aneh",1
981,"Sangat membantu dalam program prakerja, tolong dipercepat untuk penyelsaian sertifikat prakerja nya terimakasih..",5
982,2 hari ga bisa login.. sdh verifikasi via email dan no.handphone tetep gk bisa masuk ini gimanaaa...,3
983,"Terima kasih Tokopedia, sdh menyediakan jasa penjualan online shg memudahkan utk melakukan pembelian pelatihan prakerja disini yg bekerjasama dgn Skill Academy by Ruangguru dan pemerintah, selain itu di Tokopedia juga menyedia berbagai macam barang kebutuhan yg setiap saat bs dibeli dgn mudah tanpa hrs ke tokonya lgsg, transaksinya juga mudah loh, Tambah sukses kedepannya buat Tokopedia..",5
984,"Knp tukar tambah hp realme 7i saya gk bisa, apa sistem tukar tambah udh dihapus? Mohon Kpd pihak Tokopedia untuk teliti",1
985,"Hai Tokopedia :) saya sudah mengikuti pelatihan prakerja . Pelatihan nya sangat membantu dan mudah dipahami . Saya kira Tokopedia sekedar aplikasi belanja online saja ternyata juga bisa belajar online , terimakasih Tokopedia sukses selalu 👍",5
986,Terima kasih tokopedia sudah membantu saya dalam mengakses pembelajaran online untuk program kartu prakerja,5
987,"Saya ikut program pra kerja, menurut saya sangat membantu sekali dan pelatihan nya juga sangat membantu sekali mudah untuk dipahami rekomended banget untuk menambah wawasan. Terima kasih toko pedia atas bantuannya. Sukses selalu.",5
988,"Tolong dong kalo transaksi jangan lelet.. harus berulang ulang sekarng, pdahal sinyal saya udah bagaus jaringn 4G, kalo buka yang lain cepat kenapa begitu mau transaksi di toped malah mutar2 aja lelet tolong di perbaiki terimaksih",5
989,Gimana sih saya udah bayar di Alfamart tapi belum di kirim juga oleh penjualnya saya rugi nih ....,2
990,"Saya membeli pelatihan di skill academy tentang ""berkarir di bidang pemasaran"" materi yang di berikan sangat membantu dalam membuat suatu usaha, Materinya pun sangat muda untuk dipahami. Terima kasih tokopedia dan program pelatihan prakerja sukses slalu.",5
991,Jelek banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Tapi boong aku sering beli baju disini,1
992,"Terima kasih tokopedia saya sudh mengikuti pelatihan Prakerja yang saya beli di tokopedia/PAKAR , pelatihannya sangat membantu saya , krna saya ingin berbisnis melalui instagram, semoga ilmunya berkah buat saya , pokoknya mantaplah Tokopedia / PAKAR😊🙏",5
993,Pelatihan yang saya ikuti sangat bermanfaat dan bagus. Namun ada sedikit kendala setelah saya mengikuti seluruh rangkaian pelatihan yg saya beli di Tokopedia sertifikat pelatihan saya belum muncul di dasboard prakerja saya dari bulan September. Mohon solusinya kak. Terima kasih 🙏,5
994,"Setelah sy coba menggunkn aplikasi toko pedia ini, baru sy mrskn mdh a berblnja di sini. Nah ssuai jnj ku, mk sy tmbh bintg lg jd 4. Smg toko pedia ini mkn skses.",4
995,"baru perdana belanja d Tokopedia, klo brg nya gk nymp 2 . bsa mnta kembali kan dana gk ya ? kyk toko.sebelah",4
996,Hai Tokopedia... Terima kasih telah memfasilitasi saya untuk membeli paket pelatihan prakerja. sangat membantu dan sangat baik . Semoga Tokopedia tetap menjadi marketplace yang terbaik... Sukses selalu. Saya Bangga dengan Tokopedia 👍👍👍,5
997,"Saya mau login lagi nggak bisa sementara no. Hp yang saya masukkan sudah tidak aktif lagi dan saya harus menunjukkan bukti pembayaran,saya kan bayarnya cod terus saya punya screenshotnya tapi nggak bisa di buat bukti",1
998,"kebanyakan time out pas pilih opsi lain lain waktu mau beli pulsa, waktu milih barang di keranjang juga susah masuknya gara gara time out terus",3
999,Terimakasih saya kepada Tokopedia karena sudah membantu saya menyelesaikan pembelian dan pelatihan pada program prakerja. Sukses selalu tokopedia,5
1000,"Hallo tokopedia,saya sudah mengikuti kelas dari tokopedia. Kelasnya sangat menyenangkan,mudah di pahami dan di mengerti. Terima kasih krna sdh membantu saya,semoga tokopedia semakin sukses dan lebih baik lagi kedepannya.",5
1001,"harap dibenahi. Untuk pembelian kelas prakerja tidak ada ulasan otomatis tidak dapat insentif, banyak toko yang diwajibkan asuransi seharusnya ongkir include asuransi, bebas ongkir tapi kurirnya lelet terutama anteraja. Terimakasih, semoga makin maju",3
1002,"Terima kasih skill academy atas ilmu yg diberikan,,, buat tokopedia terimah telah membantu saya mebeli pelatihan prakerja",5
1003,"hay Tokopedia, saya telah menyelesaikan pelatihan di skill akademy dari ruang guru, materinya simple dan mudah dimengerti, pembicaranya juga menguasai materi sehingga yang disampaikan ke audience sampai, pokonya Recommended banget.",5
